SKU,ASIN,UPC,Category,Title,Condition, Price ,Classification,AmazonSalesRank,AmazonLowestPrice,Brand,Manufacturer,ManufacturerPartNum,UserData10,UserData11,UserData2,UserData3,UserData4,UserData5,UserData6,UserData7,UserData8,UserData9,Weight,Ship wt, Est Margin ,% Margin
mon0000174679,B009AFI8R8,878294021762,Miscellaneous,iMicro 6-cell Li-Ion Battery For Acer Notebook,New, $ 40.08 ,AZ eCommerce One,,40.08,iMicro,Imicro,BTACER4B,15.06,RETAIL, $ 28.58 ,76056,BTACER4B,BTACER4B,iMicro,Accessory,iMicro 6-cell Li-Ion Battery For Acer Notebook,0.71,0.71,1, $ 2.94 ,10%
mon0000174462,B00HX3GZME,818313018991,Miscellaneous,GIGABYTE AMD Radeon R7 260X OC 2GB GDDR5 2DVI/HDMI/DisplayPort PCI-Express Video Card,New, $ 199.21 ,AZ eCommerce One,,178.13,Generic,Generic,GA-R726XW2,399.62,RETAIL, $ 151.93 ,64585,GA-R726XW2,GV-R726XWF2-2GD,GIGABYTE,AMD,GIGABYTE AMD Radeon R7 260X OC 2GB GDDR5 2DVI/HDMI/DisplayPort PCI-Express Video Card,2.1,,0, $ 15.40 ,10%
mon0000175003,B0065SHMYI,882016000904,Miscellaneous,SS-600ES ATX12V Power Supply,New, $ 93.49 ,AZ eCommerce One,,79.5,Sea Sonic Electronics,Sea Sonic Electronics,SS-600ES,110.33,BULK, $ 67.98 ,93508,PS-SS600ES,SS-600ES BRONZE,Seasonic,Desktop,Seasonic SS-600ES 600W 80 Plus Bronze ATX12V V2.31 Power Supply,4.4,4.4,5, $ 6.74 ,10%
mon0000174854,B00DVTDCKC,886027008751,Miscellaneous,BitFenix Prodigy BFC-PRO-300-RRXKR-RP No Power Supply Mini-ITX Tower Case (Fire Red),New, $ 104.74 ,AZ eCommerce One,,99.95,BitFenix,BitFenix,CA-PR300KR,3564,RETAIL, $ 79.31 ,91904,CA-PR300KR,BFC-PRO-300-RRXKR-RP,BitFenix,Tower Case,BitFenix Prodigy BFC-PRO-300-RRXKR-RP No Power Supply Mini-ITX Tower Case (Fire Red),17,,0, $ 7.72 ,10%
mon0000173799,B002M91XQC,672042028030,Miscellaneous,Supermicro AOC-UINF-M2 Dual 20Gb/s InfiniBand ports PCI E 2.0 Retail,New, $ 649.99 ,AZ eCommerce One,,649.99,Supermicro,Supermicro,AOC-UINF-M2,,RETAIL, $ 502.00 ,55783,AOC-UINFM2,AOC-UINF-M2,Supermicro,Other,Supermicro AOC-UINFM2 2-Port 20Gb/s InfiniBand UIO Add-on Card,1,1,1, $ 47.94 ,10%
mon0000173786,B00DVXG5KM,672042131495,Miscellaneous,"SuperMicro H8QG7+-LN4F Motherboard - Opteron 6000, AMD SR5690/SP5100, DDR3, SAS2, SATA2, SWTX",New," $ 1,029.95 ",AZ eCommerce One,,1029.95,Supermicro,Supermicro,,180,BULK, $ 800.00 ,56907,MB-H8QG7NB,H8QG7+-LN4F-B,Supermicro,Opteron 6100,Supermicro H8QG7+-LN4F-B Quad Socket G34/ AMD SR5690/ DDR3/ SAS2/ V&4GbE/ SWTX Server Motherboard,5,,0, $ 73.46 ,9%
mon0000173985,B004XKQYLC,672042043910,Miscellaneous,Supermicro Server Barebone SYS-5016T-MTFB 1U Core I7/I7 Extreme X58 280W 4 x ...,New, $ 799.99 ,AZ eCommerce One,465401,799.99,Supermicro,Supermicro,SYS-5016T-MTFB,6480,RETAIL, $ 602.00 ,57026,SY-516TMFB,SYS-5016T-MTFB,Supermicro,1U,Supermicro SuperServer SYS-5016T-MTFB LGA1366 280W 1U Rackmount Server Barebone System (Black),38,37.92,38, $ 55.09 ,9%
mon0000173779,B0058G0HFE,878294000125,Miscellaneous,2GB DDR PC2700 333MHz 256X72/128X4 ECC Registered 184pin Super Talent D27RB2GZT,New, $ 45.28 ,AZ eCommerce One,,39.2,Super Talent,Super Talent,D27RB2GZT,7.59,RETAIL, $ 33.48 ,4826,D27RB2GZT,D27RB2GZT,Generic,Server DDR1,Generic D333 2GB/128X4 BGA ECC/REG Server Memory,0.09,,0, $ 3.01 ,9%
mon0000169633,B007YW3QY4,876818000354,OfficeProducts,"ELITE SCREENS R100WH1 ezFrame Series Fixed Frame Screen (100""; 49"" x 87""; 16:9 HDTV Format)",New, $ 592.32 ,AZ eCommerce One,,548.15,ELITE SCREENS,Elitescreens,MPN-R100WH1,3400.25,RETAIL, $ 441.87 ,82037,EL-R100WH1,R100WH1,Elite Screens,Projector & Screen,"Elite Screens ezFrame Series R100WH1 100"" 16:9 Projection Screen",36.4,36.38,37, $ 39.25 ,9%
mon0000173792,B007PY5YK0,672042037216,Miscellaneous,Supermicro SuperWorkstation 5036T-TB Barebone System - SYS-5036T-TB,New, $ 749.99 ,AZ eCommerce One,,749.99,Supermicro,Super Micro Computer,AAC4002-10549147,8372,RETAIL, $ 562.00 ,57415,SY-5036TTB,SYS-5036T-TB,Supermicro,Workstation Barebone,Supermicro SuperWorkstation SYS-5036T-TB LGA1366 Mid-Tower Workstation Barebone System (Black),39,43.01,44, $ 49.29 ,9%
mon0000173719,B0067NZOZK,672042074501,Miscellaneous,Supermicro A+ Server 4022G-6F Barebone System - 4U Tower - AMD - Socket G34 LGA-1944 - 2 x Processor Supp,New," $ 1,449.99 ",AZ eCommerce One,273258,1449.99,Supermicro,Supermicro,AS-4022G-6F,12000,RETAIL," $ 1,102.00 ",57838,SY-422G6F,AS-4022G-6F,Supermicro,4U,Supermicro A+ Server AS-4022G-6F Dual Socket G34 920W 4U Rackmount/Tower Server Barebone System (Black),67,57.98,58, $ 96.59 ,9%
mon0000168105,B00IF0V1KU,843368020491,OfficeProducts,GEFORCE GT 6101024MBDDR3PCI-E 2.0 (01G-P3-2616-KR) -,New, $ 59.58 ,AZ eCommerce One,,47.09,EVGA,EVGA,AAC0003-3335474,3.33,RETAIL, $ 44.80 ,65467,EV-610_2DV,01G-P3-2616-KR,EVGA,Nvidia,EVGA NVIDIA GeForce GT 610 1GB GDDR3 2DVI/Mini HDMI PCI-Express Video Card,1,,0, $ 3.84 ,9%
mon0000174896,B00F4B4J3O,886027006962,Miscellaneous,BitFenix Spectre Pro 140mm Case Fan (White),New, $ 18.76 ,AZ eCommerce One,,12.51,BitFenix,Bitfenix,BFFSPRO14025WWRP,,RETAIL, $ 12.36 ,92064,FAN-SP140W,BFF-SPRO-14025WW-RP,BitFenix,140mm,BitFenix Spectre Pro 140mm Case Fan (White),0.7,0.7,1, $ 1.04 ,8%
mon0000173531,B00512IRWA,672042054978,Miscellaneous,Supermicro X8SIE-F-O LGA 1156 / Intel 3420/ DDR3-1333/ V&2GbE/ ATX Server Motherboard,New, $ 220.60 ,AZ eCommerce One,,220.6,Supermicro,SuperMicro,BNL0000192,616,RETAIL, $ 172.00 ,56317,MB-X8SIEF,X8SIE-F-O,Supermicro,LGA 1156,Supermicro X8SIE-F-O LGA 1156 / Intel 3420/ DDR3-1333/ V&2GbE/ ATX Server Motherboard,5,,0, $ 13.51 ,8%
mon0000175001,B000VWDL08,672042003075,Miscellaneous,Supermicro Rack Mount Rail Kit,New, $ 111.60 ,AZ eCommerce One,754945,93.6,Supermicro,Supermicro,MCP-290-00001-00,,RETAIL, $ 80.00 ,94282,CA-MCP2910,MCP-290-00001-00,Supermicro,Accessory,Supermicro MCP-290-00001-00  4U SC748 Chassis Rail Kit (Includes Side Handles),13,11.8,12, $ 6.26 ,8%
mon0000172945,B00IF11K78,761345944809,OfficeProducts,MiniTower ATX Case (NSK4100) -,New, $ 66.19 ,AZ eCommerce One,,60.2,Antec,Antec Inc,ETM4001-NSK4100,3403.98,RETAIL, $ 43.26 ,97436,CA-NSK4100,NSK4100,Antec,Tower Case,Antec NSK4100 No Power Supply ATX Mid Tower Case (Black),12.6,13.2,14, $ 3.30 ,8%
mon0000173935,B004H52VQ0,672042072705,Miscellaneous,SuperServer 1026GT-TF Barebone System,New," $ 1,350.49 ",AZ eCommerce One,,1299.99,Supermicro,Supermicro,SYS-1026GT-TF,6969.6,RETAIL," $ 1,046.00 ",56997,SY-126GTF,SYS-1026GT-TF,Supermicro,1U,Supermicro SuperServer SYS-1026GT-TF Dual LGA1366 1400W 1U Rackmount Server Barebone System (Black),38,37.92,38, $ 79.02 ,8%
mon0000175082,B008484I9E,808613701631,Miscellaneous,SK51102T2 CHENBRO SK51102T2 CHENBRO SK51102T2,New, $ 59.74 ,AZ eCommerce One,172160,51.75,Chenbro,Chenbro,SK51102T2,64,BULK, $ 45.00 ,93769,CA-SK511T2,SK51102T2,Chenbro,Accessory,"Chenbro SK51102T2 1x Slim ODD Bay to 1x 2.5"" Hot-swap SATA 6G HDD Bay",2,0.51,1, $ 3.23 ,7%
mon0000174674,B008F00OM6,878294021915,Miscellaneous,Imicro 12-Cell Li-Ion Battery For Sony Notebook BTSNVAIO1B,New, $ 56.64 ,AZ eCommerce One,,49.41,iMicro,Imicro,BTSNVAIO1B,35.7,RETAIL, $ 42.23 ,76050,BTSNVAIO1B,BTSNVAIO1B,iMicro,Accessory,iMicro 12-cell Li-Ion Battery For Sony Notebook,1.29,1.3,2, $ 2.81 ,7%
mon0000175172,B0093H7GDU,672042112531,Miscellaneous,Supermicro Rsc R2uw E8r Up 2u Rhs Wio Pci Express X8 Riser Card,New, $ 27.44 ,AZ eCommerce One,,20.95,Supermicro,Supermicro,RSC-R2UW-E8R-UP,,BULK, $ 20.00 ,94496,CA-R2UWE8P,RSC-R2UW-E8R-UP,Supermicro,Riser Card,Supermicro RSC-R2UW-E8R-UP 2U RHS WIO PCI-Express x8 Riser Card,1,0,0, $ 1.32 ,7%
mon0000168418,B00IF0P7EG,766623178167,OfficeProducts,FUSION ON-EAR BLUETOOTH HEADPHONE 3.0 BK (178167) -,New, $ 41.09 ,AZ eCommerce One,,30.63,MANHATTAN - STRATEGIC,MANHATTAN - STRATEGIC,178167,120.22,RETAIL, $ 30.39 ,69770,MH-BLKHEAD,178167,Manhattan,Speaker & Headset,Manhattan 178167 Fusion Wireless Heaphones w/ Bluetooth 3.0 (Black),1.43,0.71,1, $ 1.99 ,7%
mon0000173710,B00358MOYO,672042055197,Miscellaneous,Supermicro SSE-G48-TG4 Layer 3 Switch,New," $ 2,222.77 ",AZ eCommerce One,,2199.99,Supermicro,Supermicro,SSE-G48-TG4,3465,RETAIL," $ 1,767.00 ",55716,SSE-G48TG4,SSE-G48-TG4,Supermicro,Managed L3 Switch,Supermicro SSE-G48-TG4 48-Port Layer 3 1/10-Gigabit Ethernet Switch,13.4,13.36,14, $ 112.65 ,6%
mon0000175167,B004N0IGCM,672042069231,Miscellaneous,Supermicro RSC-R2UU-U2E4E8G Riser Card,New, $ 49.88 ,AZ eCommerce One,,49.88,Supermicro,Supermicro,RSC-R2UU-U2E4E8G,,BULK, $ 38.00 ,94494,CA-R2U2E4G,RSC-R2UU-U2E4E8G,Supermicro,Riser Card,Supermicro RSC-R2UU-U2E4E8G 2U LHS UIO PCI-Express x8 & PCI-Express x4 Riser Card,0.1,0,0, $ 2.40 ,6%
mon0000175086,B005HIFJF6,808613807005,Miscellaneous,Chenbro 84H220910-078 Drive Bay Adapter - Internal,New, $ 87.81 ,AZ eCommerce One,,77.22,"Chenbro Micom Co., Ltd",Chenbro,84H220910-078,1121.25,BULK, $ 66.00 ,93778,CA-105MI6G,84H220910-078,Chenbro,Server Hot-Swap HDD Cage,"Chenbro 84H220910-078 4x 3.5"" HDD Cage For SR105/SR209, w/ 6Gb/s Mini-SAS BP& 80mm Fan",5,4.7,5, $ 3.89 ,6%
mon0000174993,B007YLUC0Q,872767005655,Miscellaneous,ARCTIC F12 PWM CO Case Fan,New, $ 13.89 ,AZ eCommerce One,,13.89,ARCTIC,Arctic,872767005655,,RETAIL, $ 8.76 ,94063,CA-F12PWMC,F12 PWM CO/AFACO-120PC-GBA01,ARCTIC,120mm,ARCTIC F12 PWM CO 120mm Case Fan,0.25,0.2,1, $ 0.50 ,6%
mon0000175303,B006GKDPD2,672042038886,Miscellaneous,"Supermicro 1620W Redundant AC Power Supply - 93% - 110 V AC, 220 V AC",New, $ 418.85 ,AZ eCommerce One,,410.6,Supermicro,Supermicro,PWS-1K62-BR,,BULK, $ 330.00 ,97600,PS-PWS1K6R,PWS-1K62-BR,Supermicro,Server,Supermicro PWS-1K62-BR 1620W Power Supply w/ PFC,20,10,10, $ 18.52 ,6%
mon0000172470,B00BEYMJL4,672042111145,Miscellaneous,"Supermicro MCP-220-82609-0N 2x 2.5"" Hard Disk Drive Kit for 826B Series Chassis (Cables & Backplane Included)",New, $ 71.19 ,AZ eCommerce One,,71.19,Supermicro,Supermicro,MCP-220-82609-0N,,BULK, $ 55.00 ,94274,CA-MCP809N,MCP-220-82609-0N,Supermicro,Accessory,"Supermicro MCP-220-82609-0N 2x 2.5"" Hard Disk Drive Kit for 826B Series Chassis (Cables & Backplane Included)",0.5,0.95,1, $ 2.96 ,5%
mon0000169602,B005OL7V3E,876818001436,OfficeProducts,White Case Manual Projector Screen,New, $ 85.96 ,AZ eCommerce One,370336,85.96,"Elite Screens, Inc","Elite Screens, Inc",M71XWS1,1194.41,RETAIL, $ 60.77 ,82002,EL-M71XWS1,M71XWS1,Elite Screens,Projector & Screen,"Elite Screens Manual Series M71XWS1 71"" 1:1 Projection Screen",12.6,13,13, $ 3.15 ,5%
mon0000173431,B00HVMETIY,818313017321,Miscellaneous,GIGABYTE GA-6PXSV4 LGA2011/ Intel C604/ DDR3/ 3-Way CrossFireX & 3-Way SLI/ SATA3&SAS2&USB3.0/,New, $ 446.50 ,AZ eCommerce One,,422.91,Generic,Generic,MB-6PXSV4,345.6,RETAIL, $ 359.47 ,53525,MB-6PXSV4,GA-6PXSV4,GIGABYTE,LGA 2011,GIGABYTE GA-6PXSV4 LGA2011/ Intel C604/ DDR3/ 3-Way CrossFireX & 3-Way SLI/ SATA3&SAS2&USB3.0/ V&4GbE/ ATX Server Motherboard,4.5,,0, $ 18.06 ,5%
mon0000175131,B00DMLSR72,672042630677,Miscellaneous,Supermicro SNK-P0017 1U Passive Heatsink For LGA771,New, $ 31.99 ,AZ eCommerce One,,31.99,Supermicro,Supermicro,CA-SNK-P17,,RETAIL, $ 24.00 ,94391,CA-SNK-P17,SNK-P0017,Supermicro,Server,Supermicro SNK-P0017 1U Passive Heatsink For LGA771,0.5,,0, $ 1.19 ,5%
mon0000173834,B00DMLODOI,844149061221,Miscellaneous,Plextor M5S 2.5 inch 256GB SATA3 Solid State Drive,New, $ 221.03 ,AZ eCommerce One,,211.04,Plextor,Plextor,,23.63,RETAIL, $ 177.16 ,9509,PX-256M5S,PX-256M5S,Plextor,Notebook SSD,Plextor M5S 2.5 inch 256GB SATA3 Solid State Drive,0.2,,0, $ 8.72 ,5%
mon0000175013,B009A80616,672042108152,Miscellaneous,Super Chassis 732D4-903B,New, $ 271.11 ,AZ eCommerce One,,235.17,Supermicro,Supermicro,672042108152,6552,RETAIL, $ 201.00 ,93290,CA-732D93B,CSE-732D4-903B,Supermicro,Others,Supermicro SuperChassis CSE-732D4-903B 900W Mid-Tower Sever Chassis (Black),30,31.17,32, $ 9.84 ,5%
mon0000173475,B00B7I8ID0,735858255042,Miscellaneous,Intel DCP847SKE Desktop Motherboard - Intel QS77 Express Chipset - 10 x Bulk Pack,New, $ 179.09 ,AZ eCommerce One,370644,179.09,Intel,Intel,BLKDCP847SKE,44.8,BULK, $ 143.17 ,53996,MB-847SKEB,BLKDCP847SKE,Intel,CPU on Board Combo,Intel BLKDCP847SKE Intel Celeron 847 1.1GHz/ Intel QS77/ DDR3/ A&V&GbE/ UCFF Motherboard & CPU Combo,2.5,0.48,1, $ 6.51 ,5%
mon0000175103,B001DO7EY2,672042027101,Miscellaneous,Supermicro Left Universal Slot Riser Card,New, $ 82.94 ,AZ eCommerce One,,75.95,Supermicro,Supermicro,RSC-R1UU-AXE8,,RETAIL, $ 64.00 ,94463,CA-R1UAXE8,RSC-R1UU-AXE8,Supermicro,Riser Card,Supermicro RSC-R1UU-AXE8 1U Left Slot PCI-Express x8 Riser Card,0.5,3,3, $ 2.85 ,4%
mon0000175036,B0013TU9VW,672042019878,Miscellaneous,Supermicro MCP-520-00036-0N 1U PDA Rack 30A 208V- (4) C19S,New, $ 302.44 ,AZ eCommerce One,659477,289.95,Supermicro,Supermicro,MCP-520-00036-0N,840,BULK, $ 240.00 ,94298,CA-MCP526B,MCP-520-00036-0N,Supermicro,Surge Protection,Supermicro MCP-520-00036-0N NEMA L6-30/ 4 IEC-C19/ Power Distribution Unit,8,7.85,8, $ 10.67 ,4%
mon0000173768,B00G4DYGKC,886227552573,Miscellaneous,Asus H81M-C/CSM/SI,New, $ 81.44 ,AZ eCommerce One,,72.65,Asus,Asus,H81M-C/CSM/SI,176.4,BULK, $ 63.34 ,52266,MB-H81MCSI,H81M-C/CSM/SI,ASUS,Socket 1150,Asus H81M-C/CSM/SI LGA1150/ Intel H81/ DDR3/ SATA3&USB3.0/ A&GbE/ MicroATX Motherboard,1.77,1.8,2, $ 2.78 ,4%
mon0000175052,B008A9S07S,672042098286,Miscellaneous,Supermicro SuperChassis SC836TQ-R500B System Cabinet,New, $ 999.99 ,AZ eCommerce One,,999.99,Supermicro,Supermicro,CSE-836TQ-R500B,13230,RETAIL, $ 775.00 ,93322,CA-836TQ5B,CSE-836TQ-R500B,Supermicro,3U,Supermicro SuperChassis CSE-836TQ-R500B 500W 3U Rackmount Server Chassis (Black),72,72.09,73, $ 32.84 ,4%
mon0000173722,B004RKP3BK,878294016423,Miscellaneous,Super Talent 450X 32GB High Speed Compact Flash Memory Card,New, $ 91.30 ,AZ eCommerce One,,84.36,Super Talent,SUPER TALENT,CF/32G-450X,,RETAIL, $ 72.10 ,14769,CF_32-450X,CF/32G-450X,SUPER TALENT,CF,Super Talent 450X 32GB High Speed Compact Flash Memory Card,0.08,0.08,1, $ 2.96 ,4%
mon0000174032,B00DKTO8R4,672042132645,Miscellaneous,Supermicro - SYS-2027TR-H72RF - Supermicro SuperServer 2027TR-H72RF - 4 nodes - cluster - rack-mountable - 2U - 2-way -,New," $ 4,609.24 ",AZ eCommerce One,,4580,Supermicro,Supermicro,SYS-2027TR-H72RF+,,RETAIL," $ 3,717.00 ",57318,SY-227THRP,SYS-2027TR-H72RF+,Supermicro,2U,Supermicro SuperServer SYS-2027TR-H72RF+ Four Node Dual LGA2011 1620W 2U Rackmount Server Barebone System (Black),85,85.1,86, $ 151.55 ,4%
mon0000174786,B00BIB4I26,899150002862,Miscellaneous,Zowie Gear G-TF Rough Version Mouse Pad,New, $ 31.94 ,AZ eCommerce One,32695,31.94,Zowie Gear,Zowie Gear,G-TF/ROUGH VERSION,93.39,RETAIL, $ 23.69 ,86500,MAT-GTF-R,G-TF/ROUGH VERSION,Zowie Gear,Mouse Pad,Zowie Gear G-TF Rough Version Mouse Pad,0.66,0.25,1, $ 0.91 ,4%
mon0000173441,B00CIRQTAS,878294033789,Miscellaneous,Super Talent 32GB Express RC4 USB 3.0 Flash Drive (MLC),New, $ 102.14 ,AZ eCommerce One,,95.2,Super Talent,SUPER TALENT,ST3U32GR4S USB 3.0 Express RC4,,RETAIL, $ 81.37 ,11743,ST3U32GR4,ST3U32GR4(SZ),SUPER TALENT,3.0 USB Drive,Super Talent 32GB Express RC4 USB 3.0 Flash Drive (MLC),0.1,0.13,1, $ 2.90 ,4%
mon0000175156,B00C2CBQK2,672042123223,Miscellaneous,2 x Optional Active Heatsink with Optimal Fan Speed Control (SNK-P2050AP4),New, $ 118.09 ,AZ eCommerce One,,111.15,Supermicro,Supermicro,SNK-P2050AP4,0.1,RETAIL, $ 95.00 ,94384,CA-SNK-P25,SNK-P2050AP4,Supermicro,Server,Supermicro SNK-P2050AP4 LGA2011 4U Active CPU Heatsink for X9 Hyper-speed Series Servers,0.1,,0, $ 3.38 ,4%
mon0000173662,B00HVMEPQ0,818313017307,Miscellaneous,GIGABYTE GA-7PESH3 Dual LGA2011/ Intel C602/ DDR3/ CrossFireX & 4-Way SLI/ SATA3&SAS2&USB3.0/,New, $ 747.88 ,AZ eCommerce One,,721,Generic,Generic,MB-7PESH3,624,RETAIL, $ 612.85 ,53520,MB-7PESH3,GA-7PESH3,GIGABYTE,LGA 2011,GIGABYTE GA-7PESH3 Dual LGA2011/ Intel C602/ DDR3/ CrossFireX & 4-Way SLI/ SATA3&SAS2&USB3.0/ A&V&2GbE/ EEB Server Motherboard,6,,0, $ 20.85 ,3%
mon0000173826,B009I6O45E,672042121328,Miscellaneous,Supermicro X9DRE-TF+ Server Motherboard - Intel C602-J Chipset - Socket R LGA-2011 - 1 x Retail Pack,New, $ 629.99 ,AZ eCommerce One,,613.5,SUPERMICRO BOARDS,Supermicro,MBD-X9DRE-TF+-O,1080,RETAIL, $ 513.00 ,56504,MB-X9DRETF,X9DRE-TF+-O,Supermicro,LGA 2011,Supermicro X9DRE-TF+-O Dual LGA2011/ Intel C602J/ DDR3/ SATA3/ V&2GbE/ Enhanced EATX Server Motherboard,5,5.05,6, $ 17.19 ,3%
mon0000172270,B00BL3Z6DG,672042111879,Miscellaneous,Supermicro SuperChassis SC847E16-R1K28LPB System Cabinet,New," $ 1,883.69 ",AZ eCommerce One,,1800,Supermicro,Supermicro,CSE-847E16-R1K28LPB,19552.5,RETAIL," $ 1,503.00 ",93487,CA-87E6RKP,CSE-847E16-R1K28LPB,Supermicro,4U,Supermicro SuperChassis CSE-847E16-R1K28LPB 1280W 4U Rackmount Server Chassis (Black),80,83.78,84, $ 49.94 ,3%
mon0000173818,B000MQUDCW,672042011803,Miscellaneous,"Supermicro X7DBN Server Board - Intel 5000P (Blackford) - Socket J - 667MHz, 1066MHz, 1333MHz FSB",New, $ 419.98 ,AZ eCommerce One,,411.73,Supermicro,Supermicro,MBD-X7DBN-O,,RETAIL, $ 339.90 ,57997,MB-X7DBN,X7DBN-O,Supermicro,LGA 771,"Supermicro X7DBN Dual LGA 771 Xeon/ 5000P/ DDR2/ PCI-E/ V&2GbE Server Motherboard, Retail",5.5,6.04,7, $ 11.23 ,3%
mon0000173447,B005KZOTR0,878294025661,Miscellaneous,Super Talent 50GB USB3.0 Express RC8 Drive,New, $ 171.38 ,AZ eCommerce One,53173,171.38,Super Talent,SUPER TALENT,878294025661,,RETAIL, $ 139.05 ,11748,ST3U50GR8S,ST3U50GR8S,SUPER TALENT,3.0 USB Drive,Super Talent 50GB Express RC8 USB 3.0 Drive (MLC),0.1,0.09,1, $ 4.07 ,3%
mon0000173537,B003O62DX4,672042037056,Miscellaneous,X8SAX Server Board,New, $ 293.28 ,AZ eCommerce One,,293.28,Supermicro,Supermicro,X8SAX-O,445.5,RETAIL, $ 236.00 ,56321,MB-X8SAX,X8SAX-O,Supermicro,LGA 1366,Supermicro X8SAX-O LGA1366/ Intel X58/ DDR3-1333/ RAID/ A&2GbE/ ATX Server Motherboard,3.7,8.16,9, $ 6.34 ,3%
mon0000165622,B00BH9SXNE,718037796833,Miscellaneous,Western Digital Wd3001faex 3 Tb Internal Hard Drive - Sata - 7200 Rpm - 64 Mb Buffer,New, $ 228.16 ,AZ eCommerce One,,228.16,WD Bulk,WD Bulk,WD3001FAEX,89.09,BULK, $ 184.88 ,49218,HD-W31FAEX,WD3001FAEX,Western Digital,SATA,Western Digital Black WD3001FAEX 3TB 7200RPM SATA3/SATA 6.0 GB/s 64MB Hard Drive (3.5 inch),1.83,3.31,4, $ 4.86 ,3%
mon0000175019,B000XQAAU6,672042018789,Miscellaneous,SuperChassis SC733T-465B Chassis,New, $ 257.99 ,AZ eCommerce One,,257.99,Supermicro,Supermicro,CSE-733T-465B,8372,RETAIL, $ 185.00 ,93295,CA-733T46B,CSE-733T-465B,Supermicro,Workstation Chassis,Supermicro SuperChassis CSE-733T-465B 465W Mid-Tower Workstation Chassis (Black),39,50,50, $ 4.79 ,3%
mon0000173629,B00HO0DOZM,885022004478,Miscellaneous,QNAP TS-470 PRO-US Intel Core i3-3220 3.3GHz/ 2GB RAM/ 2GbE/ 4SATA3/ 2eSATA/ USB3.0/ 4-Bay Tower NAS,New," $ 1,464.92 ",AZ eCommerce One,,1444.93,Generic,Generic,EN-TS-470P,1500,RETAIL," $ 1,212.00 ",50517,EN-TS-470P,TS-470 PRO-US,QNAP,NAS & Accessory,QNAP TS-470 PRO-US Intel Core i3-3220 3.3GHz/ 2GB RAM/ 2GbE/ 4SATA3/ 2eSATA/ USB3.0/ 4-Bay Tower NAS Server for Home & SOHO,12.4,,0, $ 31.18 ,3%
mon0000173991,B0058G0OKC,878294023292,Miscellaneous,Super Talent 2.5 inch 32GB Value SSD-G5 SATA2 Solid State Drive (MLC),New, $ 87.48 ,AZ eCommerce One,,82.5,Super Talent,SUPER TALENT,FTM32G525V VSSD-G5,,RETAIL, $ 70.04 ,10456,FTM32G525V,FTM32G525V,SUPER TALENT,Notebook SSD,Super Talent 2.5 inch 32GB Value SSD-G5 SATA2 Solid State Drive (MLC),0.36,0.35,1, $ 1.77 ,3%
mon0000167636,B00DMLQJN6,790069336010,OfficeProducts,D-Link DWA-121 Wireless N 150 Pico USB Adapter,New, $ 30.32 ,AZ eCommerce One,236015,30.32,D-Link,"D-Link Systems, Inc.",DL-DWA121,,RETAIL, $ 22.66 ,70345,DL-DWA121,DWA-121,D-Link,Wireless Network Adapter,D-Link DWA-121 Wireless N 150 Pico USB Adapter,0.4,0.2,1, $ 0.56 ,2%
mon0000173544,B00EJICSKY,672042058105,Miscellaneous,Supermicro X7SPA-H-O Atom D510/ Intel ICH9R/ RAID/ V&2GbE/ Mini-ITX Motherboard Bulk,New, $ 196.97 ,AZ eCommerce One,,186.03,Supermicro,SuperMicro,X7SPA-H-O,438.75,BULK, $ 159.00 ,56179,MB-X7SPAH,X7SPA-H-O,Supermicro,CPU on Board Combo,"Supermicro X7SPA-H-O Atom D510/ Intel ICH9R/ RAID/ V&2GbE/ Mini-ITX Motherboard, Bulk",3.5,5,5, $ 3.67 ,2%
mon0000173869,B00HUFA1DE,672042115693,Miscellaneous,Supermicro X9DAX-7TF-O Dual LGA2011/ Intel C602/ DDR3/ SATA3&SAS2&USB3.0/ A&2GbE/ Enhanced EATX,New, $ 959.49 ,AZ eCommerce One,,955,Generic,Generic,MB-X9DAX7F,1080,RETAIL, $ 796.00 ,56547,MB-X9DAX7F,X9DAX-7TF-O,Supermicro,LGA 2011,Supermicro X9DAX-7TF-O Dual LGA2011/ Intel C602/ DDR3/ SATA3&SAS2&USB3.0/ A&2GbE/ Enhanced EATX Server Motherboard,5,,0, $ 17.57 ,2%
mon0000173988,B0058VIRBU,672042088157,Miscellaneous,Supermicro SuperServer 5017C-LF - Server - rack-mountable - 1-way - RAM 0 MB - no HDD - Nuvoton WPCM450RA0BX - Gigabit LAN - Monitor : none.,New, $ 380.05 ,AZ eCommerce One,,362,Supermicro,Super Micro Computer,SYS-5017C-LF,3659.25,RETAIL, $ 307.00 ,57031,SY-517CLF,SYS-5017C-LF,Supermicro,1U,Supermicro SuperServer SYS-5017C-LF LGA1155 200W 1U Rackmount Server Barebone System (Black),11,13.7,14, $ 6.34 ,2%
mon0000175075,B0093H9BBK,672042097210,Miscellaneous,Supermicro Drive Bay Adapter - Internal - Black,New, $ 26.99 ,AZ eCommerce One,,26.99,Supermicro,Supermicro,MCP-220-93801-0B,,RETAIL, $ 20.00 ,94261,CA-MCP2980,MCP-220-93801-0B,Supermicro,Accessory,Supermicro MCP-220-93801-0B Black Hotswap Gen 6 3.5 to 2.5 Hard Disk Drive Tray,0.5,0.5,1, $ 0.39 ,2%
